FileName,ResearchQuestion,Theme,Subject,Sentence,DominantTopic,TopicKeywords
A145,RQ3,Relationship with SWeBok,Computing Foundations,We start with some terminology. Event processing can be broadly defined to be any computing that performs operations on events.,0,"systems, data, security, system, privacy, users, development, computing"
A143,RQ1,Principles and Values,Ethics and Responsibility,AI research should not be dominated by near-term applications. DARPA should recall the extent to which its applied goals were benefitted by basic research.,2,"research, open, work, future, extent, basic, also, community"
A143,RQ1,Principles and Values,Process improvement,Basic researchers in AI should measure their work as to the extent to which it advances this goal.,2,"research, open, work, future, extent, basic, also, community"
A143,RQ1,Principles and Values,Change,Formalizing common sense requires extensions to mathematical logic including nonmonotonic reasoning and extensive reification.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A143,RQ2,Gaps,Little attention to the evolution and adaptation of manifestos,The so-called AI winter was dominated by people who lost money in companies. Thatâ€™s a common phenomenon.,3,"design, principles, community, people, need, thinking, must, patterns"
A143,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,NSF should not let itself be seduced by impatience.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A143,RQ3,Relationship with SWeBok,Software Engineering Models and Methods,Formalizing common sense requires extensions to mathematical logic including nonmonotonic reasoning and extensive reification.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A144,RQ1,Principles and Values,Collaboration,We value psychological safety and trust between technical and business stakeholders.,4,"process, mining, data, business, provides, bridge, modeling, important"
A144,RQ1,Principles and Values,Architecture,We value software architecture understanding across the team as part of effective Technical Debt Management.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A144,RQ2,Gaps,Lack of assessment or monitoring of the quality of architecture,Neither commercial nor research tools currently measure interest despite being a decisive factor in prioritizing and repaying Technical Debt items.,2,"research, open, work, future, extent, basic, also, community"
A144,RQ3,Relationship with SWeBok,Software architecture,Elevate the Role of Architecture in Technical Debt Management.,0,"systems, data, security, system, privacy, users, development, computing"
A144,RQ3,Relationship with SWeBok,Software Engineering Process,The scope of this manifesto includes all relevant artifacts and processes within a Software Engineering lifecycle from cradle to grave.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
